title;=>centrality;=>subs;=>views;=>comments;=>country;=>topics
Channels/UCPSBM_2H-fUVpnLGC51mOEQ;=>912.6500;=>7;=>83;=>0;=>null;=>null
Channels/UCLz5766GTQBZy9L674OLWlA;=>912.2100;=>0;=>0;=>0;=>null;=>null
Channels/UCKKAG-nLRx4ciz4dLUf7oGA;=>911.9000;=>1;=>0;=>0;=>null;=>null
Channels/UCJfQTj17pZCSa5JRPOBLJ_Q;=>911.2800;=>5;=>162;=>0;=>null;=>null
Channels/UCybWo5eDNOnGgo3H8e9fnOA;=>910.2700;=>2;=>26;=>0;=>null;=>null
FV FAMILY;=>909.7400;=>6270000;=>4612409057;=>0;=>US;=>https://en.wikipedia.org/wiki/Entertainment
Channels/UC7_hB1kZxrqKGvHLqc8ujyQ;=>909.2600;=>0;=>0;=>0;=>null;=>null
The Beach House;=>908.7400;=>1100000;=>295165593;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment
Channels/UCk_JhdAw0Fvo29rnUpBJcvg;=>908.6100;=>0;=>0;=>0;=>null;=>null
Channels/UCnVozuZGDgm4aKdH3FOKLOA;=>908.3000;=>0;=>0;=>0;=>null;=>null
Channels/UCbY6uIQtEEsy6nDcGwJGWQA;=>906.9600;=>14;=>352;=>0;=>null;=>null
Channels/UCWCv1hj_96vTSJRXPo1knYA;=>906.4200;=>4;=>0;=>0;=>null;=>null
Crazy Pieces;=>903.1400;=>213000;=>45630738;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Food
Channels/UCy1IpBgxbBVK-T7-HI8ZsAw;=>902.4400;=>16;=>0;=>0;=>null;=>null
Channels/UCsMivkVeltqz5MSFbW9t4tA;=>902.0500;=>1;=>0;=>0;=>null;=>null
Kinder Playtime;=>901.9600;=>1480000;=>895888064;=>0;=>US;=>https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment
Channels/UCESCpyTKR5nhzxYCESM3s7A;=>900.9500;=>1120;=>128993;=>0;=>null;=>null
The Bee Family;=>900.3400;=>9020000;=>2475339858;=>0;=>US;=>https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Humour,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment
Simply Graceful;=>899.6900;=>45800;=>3847293;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UC9y5n-0pGugGysjxfyIamTQ;=>898.8800;=>10;=>2906;=>0;=>null;=>null
Channels/UCGDSly-SX9-BbIevL0Vuwvw;=>898.6000;=>1;=>67;=>0;=>null;=>null
This Is How We Bingham;=>897.6300;=>959000;=>353056008;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCJe6DxRvqor5Ed90iSTuXCQ;=>897.4400;=>4;=>0;=>0;=>null;=>null
Channels/UCuFDvgrtm71oYm1V0NClSnw;=>896.5600;=>18;=>0;=>0;=>null;=>null
Channels/UClh5_MN6Mv6FPsnIow9y-zw;=>895.5000;=>4;=>149;=>0;=>null;=>null
Ashton Myler;=>895.3600;=>640000;=>75500403;=>0;=>US;=>https://en.wikipedia.org/wiki/Physical_fitness,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Sport
Channels/UCijUTc2cVu7gBc_d_8SGnZw;=>894.6900;=>259;=>531816;=>0;=>null;=>null
Channels/UCyv_yFuIXOVeGIFYF-RorEQ;=>894.3500;=>0;=>0;=>0;=>null;=>null
Channels/UCLS-ET2F3RMhgQJJwINtttA;=>892.4000;=>7;=>106;=>0;=>null;=>null
Channels/UC8mkWxkA7mtLZ7cpkSltKvQ;=>891.7300;=>3;=>0;=>0;=>null;=>null
The Pritchett Family;=>889.3400;=>968000;=>51802409;=>0;=>US;=>https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Food
Channels/UCKdB3IHHX1aVh5GUbBZCjpQ;=>887.6900;=>13;=>401;=>0;=>null;=>null
AndrewSchrock;=>886.9300;=>3380000;=>2520678624;=>0;=>null;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby
The Chatwins;=>886.7900;=>750000;=>97574718;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCOuxvSqFheoOnuXFTntHTTQ;=>886.6000;=>0;=>0;=>0;=>null;=>null
Channels/UC2DykVO_utd0e72Qwdv9iNg;=>884.8200;=>0;=>0;=>0;=>null;=>null
Channels/UCs45er7ME0s-1PylXeFVgRw;=>883.9800;=>2;=>0;=>0;=>null;=>null
Channels/UCv5oE8zkjvu1VAEhiTB-zIQ;=>883.7300;=>15;=>0;=>0;=>null;=>null
Channels/UCt1igOvGspOva5SCnio8g6g;=>881.7200;=>0;=>0;=>0;=>null;=>null
Channels/UCyipqvmc5aYtTn4Wc9eUvZA;=>880.4500;=>3;=>12;=>0;=>null;=>null
Channels/UC3i1MdDhFNUvceQqmA424hA;=>880.0200;=>4;=>494;=>0;=>null;=>null
Channels/UCR2lw-6IYbtUkpfNcM-oU4Q;=>879.7400;=>0;=>0;=>0;=>null;=>null
Channels/UCvnIrp-xPZ8OnxWICIGk18Q;=>879.6600;=>4;=>0;=>0;=>null;=>null
The 2x Family;=>879.2900;=>2830000;=>206370537;=>0;=>null;=>https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCRxFwQzwxK-vnpbsoTsyvBQ;=>879.0000;=>3;=>0;=>0;=>null;=>null
Channels/UC_x6bNGwL-Zc0iDXMCtKHDg;=>877.4100;=>1;=>12;=>0;=>null;=>null
Channels/UCk4tiJ3CHbuNj9bh8ln3p1A;=>877.2900;=>6;=>530;=>0;=>null;=>null
Channels/UCVTjN4UYmkt0HtrCi7DSq8Q;=>876.5500;=>2;=>372;=>0;=>null;=>null
BrandeyLiving;=>876.5400;=>480000;=>125103100;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology
Channels/UChNy5T1w1msT5mc00vo9cew;=>875.1100;=>0;=>0;=>0;=>null;=>null
Channels/UC94gtANmj0D3X24JLbZ2Cyw;=>874.3200;=>126;=>6228;=>0;=>null;=>null
Channels/UCD-YNFezYhHYEncPlot4XMA;=>873.5400;=>1;=>0;=>0;=>null;=>null
Channels/UCKiJZwY1p5pV19X6amkBieA;=>872.2500;=>93;=>16189;=>0;=>null;=>null
Channels/UC21jPul50aZAgD6mksm8o9w;=>872.0100;=>179;=>103;=>0;=>null;=>null
Channels/UC8WARewoFp_KDUUTk7Rr98g;=>870.4800;=>8;=>61;=>0;=>null;=>null
Channels/UCeLiyEgL9OVTq2ElbeZQ86g;=>870.3000;=>2;=>0;=>0;=>null;=>null
Channels/UCiHRCEd3xHxu8WUi9sBiTtw;=>869.8900;=>0;=>0;=>0;=>null;=>null
Channels/UCXMcjJeYkKEcevMKUbQxU2w;=>869.8200;=>2;=>0;=>0;=>null;=>null
Channels/UCW4Jdq5W0-3hqyhr8ALSl2g;=>869.4600;=>0;=>0;=>0;=>null;=>null
Channels/UCNf-m2SBizv-VBqo3TEfKTw;=>868.9500;=>0;=>0;=>0;=>null;=>null
Channels/UCydb4IriD5ayPPpzHvMHLHg;=>866.8700;=>35;=>7417;=>0;=>null;=>null
Channels/UC5r3Ponp7UjMjY5AIoLHneA;=>866.1000;=>16;=>0;=>0;=>null;=>null
Channels/UC5D-VafWGyH4lAyKmsDEl6Q;=>866.0400;=>0;=>48;=>0;=>null;=>null
Channels/UCH2mXmUWShFhUO3OWxvac9A;=>864.9800;=>2;=>0;=>0;=>null;=>null
Channels/UCNzrrO3SsBo5b6UOS-ORN1Q;=>862.3900;=>3;=>113;=>0;=>null;=>null
Channels/UC_8rKrqBs6ev87m54ewiYlA;=>861.3100;=>12;=>0;=>0;=>null;=>null
Channels/UCOP_1ZLfTSPEMdjPXymmDSA;=>860.1400;=>14;=>66;=>0;=>null;=>null
Channels/UCVltupVQN7UdzYtqZkSTbsQ;=>859.8000;=>2;=>0;=>0;=>null;=>null
Channels/UC1QVgrFBts7rIUIX0kc3HdQ;=>858.8800;=>2;=>0;=>0;=>null;=>null
Channels/UCs9R7aROXWedgPT0NAk5MzA;=>857.5700;=>3;=>37;=>0;=>null;=>null
KidCity;=>857.2900;=>2030000;=>1877880752;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Hobby
The Lee Family;=>855.7100;=>116000;=>8228613;=>0;=>US;=>https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCrziC_s60eRSAcu-Q6uoQhQ;=>854.6900;=>2;=>0;=>0;=>null;=>null
Channels/UC4U3prczMiY5pFSfqtErrMA;=>854.5800;=>1;=>0;=>0;=>null;=>null
The Radford Family;=>853.5000;=>203000;=>23376530;=>0;=>GB;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Food
LexiVee03;=>853.3500;=>907000;=>62797449;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCFLAl8NIqERONEKzVeR5-Cg;=>852.8600;=>3;=>0;=>0;=>null;=>null
Channels/UCmln8Hk26jkAim3NfplFBbA;=>852.3900;=>3;=>0;=>0;=>null;=>null
Channels/UCiCMsHmIhdKO3BEsaTCDweA;=>852.2100;=>9;=>343;=>0;=>null;=>null
TheBoyeFamilyJewels;=>850.5100;=>215000;=>2990936;=>0;=>US;=>https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCsS8Asu715MOsdjYq0O-cVw;=>849.8700;=>97;=>889;=>0;=>null;=>null
Cilla's Stuff & Things;=>848.8100;=>105000;=>3158564;=>0;=>US;=>https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
THE CRADD CREW;=>847.0300;=>22400;=>2486352;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Oh Shiitake Mushrooms;=>846.8200;=>541000;=>281648725;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCQYSsV-paaeB9q5oEV8IRdg;=>846.6300;=>3;=>0;=>0;=>null;=>null
Channels/UCKNQGZT3NFINZ_qfvLs1ZXA;=>843.4000;=>0;=>10;=>0;=>null;=>null
Channels/UCVYxWCpmxCmZPPca5j8JgZQ;=>840.9200;=>22;=>440;=>0;=>null;=>null
Channels/UCDDvo3UyZVzoQBxzY3nJpMQ;=>840.1000;=>6;=>0;=>0;=>null;=>null
Monami Frost;=>839.8300;=>703000;=>76742356;=>0;=>GB;=>https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Health,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UC0d10LUv4OkGgtjpGlGk5Dw;=>839.7300;=>172;=>7159;=>0;=>null;=>null
Heather and Tarell;=>838.7800;=>110000;=>9127043;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment
Channels/UC6pvMc4FtKCZLHXyKXR_66A;=>836.9500;=>0;=>18;=>0;=>null;=>null
Channels/UCUSCmbfDh69xmv1_tlfAF8Q;=>835.7800;=>0;=>0;=>0;=>null;=>null
Channels/UCKBM8vg-UxO6LzQ5vfM2jdg;=>835.7500;=>2;=>66;=>0;=>null;=>null
Channels/UCjhvpLyxbHsxlkOM2h-JLSQ;=>835.3600;=>6;=>0;=>0;=>null;=>null
Channels/UCL9kzJ4jCVIQ6-FssS9pYwA;=>835.0300;=>23;=>0;=>0;=>null;=>null
Channels/UCwNUaRRqYFTuf-lWqNm3Tvg;=>833.0400;=>16;=>245;=>0;=>null;=>null
Channels/UCmrYi0gEiYeJ4gyb48jx6KA;=>831.3300;=>0;=>0;=>0;=>null;=>null
Channels/UCoXs9rFYdWNy-LSgIBqeccQ;=>830.3100;=>0;=>0;=>0;=>null;=>null
Channels/UC6gOdDv1Us24WK8-lS0uOyw;=>827.9000;=>0;=>0;=>0;=>null;=>null
Channels/UCCIwh3v-uDaMmkbv8ADs6hg;=>827.8600;=>8;=>0;=>0;=>null;=>null
Channels/UCrQwApt4lZgVNOF-YTdpQKw;=>827.2000;=>1;=>0;=>0;=>null;=>null
Channels/UC7zRKsSBScYwYFoaMcN6Aww;=>825.9100;=>21;=>0;=>0;=>null;=>null
Channels/UC8gQMDZ9n9znIZVX7GS5MRA;=>825.9000;=>6;=>0;=>0;=>null;=>null
Channels/UChrMhNxHJPs6a7pHzI8VEBQ;=>825.7600;=>6;=>30;=>0;=>null;=>null
Channels/UC9-ZoK2CB3PfH_QwZPPBLVw;=>825.7500;=>2;=>0;=>0;=>null;=>null
Channels/UCaG1lWF83rNrF1fgllclkfA;=>825.6300;=>2;=>120;=>0;=>null;=>null
Channels/UCAakD1jKLHQl7wmlh1s0ywA;=>825.5600;=>0;=>0;=>0;=>null;=>null
Channels/UCubcBW4JltDpKzvaz9JdttA;=>823.4000;=>0;=>11;=>0;=>null;=>null
Channels/UC9G-Dz5keWFGJZw5IgjcZdg;=>821.9800;=>0;=>0;=>0;=>null;=>null
Channels/UCFTjQceidl7FzxQZCTq-udA;=>820.9900;=>12;=>0;=>0;=>null;=>null
Channels/UCWnj-5IZf06b-uHV92eBymw;=>820.2400;=>0;=>9;=>0;=>null;=>null
Channels/UCFMpDyJAZiXYa08TSFDPgJQ;=>819.3100;=>31;=>0;=>0;=>null;=>null
Channels/UCebckt_S0CabalJpGV4Sh6A;=>818.5100;=>1;=>0;=>0;=>null;=>null
Channels/UCnJuj1j1RKbT0vVnTkSI44g;=>817.8500;=>0;=>0;=>0;=>null;=>null
Channels/UCOrAS6snblwVW5kv_poCa1A;=>817.7300;=>24;=>0;=>0;=>null;=>null
Channels/UCIEJo0dSTJ2lt9BFpITWamw;=>817.6300;=>11;=>0;=>0;=>null;=>null
Charmaine Dulak;=>816.9700;=>200000;=>20493302;=>0;=>US;=>https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Fashion
Channels/UCa3CXQgVrIZAU5s34ydaD7g;=>816.6400;=>0;=>7;=>0;=>null;=>null
SACCONEJOLYs;=>815.1500;=>1840000;=>906396714;=>0;=>GB;=>https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UC6pC2PylB48wUY5CepUoKXg;=>814.8600;=>3;=>31;=>0;=>null;=>null
Channels/UCpxhByjHymZAPAUtfgC7oTQ;=>814.3400;=>0;=>0;=>0;=>null;=>null
Channels/UClj2St7EyJeoYa8X4gHAUfQ;=>813.1600;=>0;=>0;=>0;=>null;=>null
Channels/UCme2ONM1nBNuH6WLroB8ysw;=>813.0900;=>8;=>0;=>0;=>null;=>null
Lauren Brazee;=>811.5000;=>75800;=>8115138;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Health
Channels/UCBuS6OcchV9-nTe_zlg3p2Q;=>810.8500;=>3;=>68;=>0;=>null;=>null
Channels/UC5Nm_9uByMon1hN8IHkt26A;=>810.5200;=>4;=>0;=>0;=>null;=>null
Channels/UCn_2jlcf8t5D66egNYW0M1w;=>810.1600;=>203;=>12845;=>0;=>null;=>null
See The Seitz;=>808.3600;=>24200;=>5507245;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
HeyThatsMike;=>807.9300;=>322000;=>355420927;=>0;=>US;=>https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
JillianTubeHD;=>805.4600;=>1550000;=>404574836;=>0;=>US;=>https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Merrick Hanna;=>803.3300;=>355000;=>36105904;=>0;=>null;=>https://en.wikipedia.org/wiki/Pop_music,https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Performing_arts,https://en.wikipedia.org/wiki/Hip_hop_music,https://en.wikipedia.org/wiki/Entertainment
FunnyMike;=>802.0200;=>5440000;=>951446120;=>0;=>US;=>https://en.wikipedia.org/wiki/Entertainment
Channels/UCfTQH8BcSh-l1YCFrCMSfRA;=>801.2400;=>653;=>103424;=>0;=>null;=>null
Channels/UCW54HunRl-RFaqr9HeKzVPA;=>800.7000;=>4;=>125;=>0;=>null;=>null
Channels/UCWtnUNNXANmFuoYk5dDt1gg;=>800.3800;=>6;=>80;=>0;=>null;=>null
Channels/UCyJi--6T9a4DjveSGOCRzTw;=>800.1700;=>0;=>0;=>0;=>null;=>null
Channels/UCr9avyW-noof_x4WeD9F2Pw;=>797.3500;=>36;=>52;=>0;=>null;=>null
Channels/UCuVQBwdM0HhkcVO1yyPvCwA;=>797.3200;=>1;=>0;=>0;=>null;=>null
Channels/UCM_F99zoh8FdxyhIeFu26LA;=>796.5200;=>1;=>0;=>0;=>null;=>null
Jelian Mercado;=>796.0400;=>1080000;=>103231689;=>0;=>US;=>https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Mami CrayCray;=>795.4100;=>233000;=>50365463;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism,https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Hobby
Channels/UC2TuYKw6mk8XyMXo7HSxgCA;=>793.4900;=>1;=>89;=>0;=>null;=>null
Channels/UCr3lgGge6p449dEL-VW7NRg;=>793.0800;=>1;=>0;=>0;=>null;=>null
Channels/UCvFKG0nZXeScTo3EP3_u0SA;=>792.8900;=>7;=>0;=>0;=>null;=>null
Channels/UCJw-PrRVdiuvRfEMa0l-3dw;=>792.1700;=>0;=>0;=>0;=>null;=>null
Channels/UCmHZ8Yul_fvLZEjEkvd7GUQ;=>792.1200;=>6;=>256;=>0;=>null;=>null
Evie Rich;=>791.9700;=>5350;=>37833;=>0;=>null;=>https://en.wikipedia.org/wiki/Action_game,https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Role-playing_video_game
Channels/UCJuGl9c-Mclf5dUfaBM5OxA;=>791.8000;=>31;=>234;=>0;=>null;=>null
Channels/UCMpsL1INmThurkCA8eKNqLg;=>791.6100;=>0;=>1;=>0;=>null;=>null
Channels/UCl8x07SD8YyVSsgsXBEfSYw;=>791.5400;=>19;=>282;=>0;=>null;=>null
Carson Johns;=>791.3200;=>808000;=>108269060;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Vehicle
Channels/UC1ZWrPN08CZRsXhdOCIo_ww;=>790.9400;=>1;=>0;=>0;=>null;=>null
Jacob Ballinger;=>790.8500;=>33200;=>262028;=>0;=>null;=>https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment
Channels/UCDC4FOEHUbdAE8b1x6_3qfg;=>788.5800;=>0;=>0;=>0;=>null;=>null
Channels/UC7PYCARkq8ZumRpxJCAAnQg;=>786.0900;=>1200;=>170861;=>0;=>null;=>null
A for Adley - Learning & Fun;=>785.5900;=>2150000;=>2277124726;=>0;=>US;=>https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCh0s63JD_k8AHALavFqfArg;=>785.3800;=>2;=>0;=>0;=>null;=>null
EvanTubeGaming;=>785.2600;=>1730000;=>498600369;=>0;=>US;=>https://en.wikipedia.org/wiki/Action_game,https://en.wikipedia.org/wiki/Role-playing_video_game,https://en.wikipedia.org/wiki/Video_game_culture
Channels/UCCKdkzJ36iJCbYgAtVIqiNg;=>784.9200;=>1;=>0;=>0;=>null;=>null
Danica DeCosto;=>784.9100;=>687000;=>480493602;=>0;=>US;=>https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment
Channels/UCWt2dP9X0ptXN10j8CEcc-A;=>782.9700;=>3;=>0;=>0;=>null;=>null
This Byrd's Nest;=>782.5700;=>60800;=>3804415;=>0;=>US;=>https://en.wikipedia.org/wiki/Health,https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCMZknt4H8rymOLwrjVthldw;=>782.2700;=>6;=>0;=>0;=>null;=>null
Channels/UCYXor57Jek9vILk4eUN-4Kg;=>781.8600;=>19;=>758;=>0;=>null;=>null
Channels/UCfmlGCx5OSUw4Wa_SYG4IMQ;=>781.6400;=>0;=>0;=>0;=>null;=>null
Channels/UCxS1ANDVPoe2zoHlo83UuYw;=>780.7600;=>3;=>0;=>0;=>null;=>null
Channels/UCSdCaPQE9DvE-D5a7e6SzKg;=>780.5000;=>8;=>0;=>0;=>null;=>null
Channels/UCOWg6DtUOqc7UnAL9rwHAyg;=>780.3100;=>0;=>36;=>0;=>null;=>null
Channels/UCrn-joMaXZH_MnbmyudlDAA;=>780.2200;=>1;=>0;=>0;=>null;=>null
Channels/UCLlIVPNU00w0eEVLJquJAtQ;=>780.0600;=>5;=>22;=>0;=>null;=>null
Channels/UCFAl-r5EkoSI9x4o9NhNMWg;=>779.6400;=>14;=>267;=>0;=>null;=>null
FUNnel Vision;=>779.5600;=>6530000;=>11521173;=>0;=>US;=>https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment
Channels/UCWk99MVmxV76R6FmmBnoJoA;=>779.0500;=>1;=>0;=>0;=>null;=>null
Channels/UCRte-wRv2_RofNKH218toXQ;=>778.9900;=>6;=>0;=>0;=>null;=>null
Channels/UCn2VZvaHQ67zWwQisx6G1dg;=>778.8400;=>1;=>0;=>0;=>null;=>null
IAMAWOG;=>776.6300;=>137000;=>16872299;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Brittani Louise Taylor;=>772.8400;=>1420000;=>265479068;=>0;=>US;=>https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCOGPQvM5LHypSZI_eNYgO7A;=>769.8900;=>27;=>502;=>0;=>null;=>null
Daily Bumps;=>769.3200;=>5060000;=>3844342027;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
THE BEAST FAMILY;=>768.4800;=>326000;=>22467719;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Food
Cam&Fam;=>767.4300;=>1250000;=>182669418;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCH1aTvPiPsDFOWDbu4A_5DA;=>767.0900;=>6;=>0;=>0;=>null;=>null
Taniya Anitra;=>764.9700;=>147000;=>6925419;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCl6G73aqgSOD1-wZEI5B2uA;=>763.9500;=>0;=>0;=>0;=>null;=>null
Karina Kurzawa;=>762.7300;=>1340000;=>53151074;=>0;=>CA;=>https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby
Channels/UCqDXOtv0ntIp8K9nj2vWHiA;=>762.5700;=>150;=>7908;=>0;=>null;=>null
Channels/UCgu8UQFIyDOyYskLHJtt8ew;=>760.1100;=>6;=>11;=>0;=>null;=>null
Channels/UCz388VLTJTuMEGTtVrVSksA;=>760.0200;=>1;=>0;=>0;=>null;=>null
Young Wild Me! Kids Toy Channel;=>758.7700;=>446000;=>59853966;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby
Channels/UCidHkpJ9wT8AyIpPG7e103g;=>757.9900;=>1;=>0;=>0;=>null;=>null
Channels/UCetuL9tSFk3fqJiRUZBjpXA;=>757.1200;=>0;=>0;=>0;=>null;=>null
Channels/UCqwVpd0KvhxeTWKp2PfVehQ;=>756.1300;=>13;=>127;=>0;=>null;=>null
Channels/UC90ZB63hNf4y7vGEIe1isvA;=>756.0500;=>3;=>9;=>0;=>null;=>null
Channels/UCIFNxieeCU0Yq_-LW_KklEw;=>753.9600;=>0;=>1;=>0;=>null;=>null
Channels/UCdu9Kq662ZSsyjJSJQxkItA;=>753.6500;=>4;=>0;=>0;=>null;=>null
Channels/UCnZKnEJjkpvkMJ4WZPCEXsg;=>753.5800;=>6;=>0;=>0;=>null;=>null
Channels/UCyiArvT53ZefZB7XGuXyu1A;=>753.1100;=>10;=>160;=>0;=>null;=>null
Rosie McClelland;=>752.5400;=>830000;=>104314260;=>0;=>GB;=>https://en.wikipedia.org/wiki/Fashion,https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Pop_music,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology
Channels/UCe_9Y-os76c3Z4UxhkRS2rg;=>751.7300;=>1;=>89;=>0;=>null;=>null
Channels/UCIrpPa3upbB9rgWNUKYCoAg;=>750.6900;=>0;=>0;=>0;=>null;=>null
Channels/UCn097rS9cb4awjGbEz4tIRw;=>749.7600;=>0;=>0;=>0;=>null;=>null
Channels/UChPc06m23-7GiaifLk4GMow;=>748.8200;=>1;=>0;=>0;=>null;=>null
Channels/UCOGbycJ2KpC5hwxyAlQbCZw;=>745.6000;=>0;=>0;=>0;=>null;=>null
Channels/UCCL6Ov9tDkUSFixaUAQlFIw;=>745.5000;=>5;=>65;=>0;=>null;=>null
Channels/UCxxJDG-1S0R6rAz5pxx0jFw;=>745.2600;=>129;=>0;=>0;=>null;=>null
mzspargo;=>744.8100;=>12000;=>1556482;=>0;=>null;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UC6T_4TLY0nVTPuS-tsywVSQ;=>744.6800;=>24;=>246;=>0;=>null;=>null
Channels/UCcWZUpt_s5OsC_Nla-cIidg;=>743.0200;=>9;=>42;=>0;=>null;=>null
Channels/UCtzy4l5o1WWR8XPWlCWKEjw;=>742.4100;=>5;=>0;=>0;=>null;=>null
Channels/UCYKcle7vWOwxZgYIu1W04TQ;=>740.9800;=>1;=>1057;=>0;=>null;=>null
Channels/UClxndCocUDElUmfQHKhmdsw;=>739.7200;=>48;=>3926;=>0;=>null;=>null
Deru Crew Vlogs;=>738.7500;=>210000;=>40544586;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCj5EQgLR97jTKx-aFpERYew;=>737.4300;=>0;=>0;=>0;=>null;=>null
